"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","TB","PTS","BHE"
"Jackson St.","2022-2023",2022-10-31,"Jackson St.","SWAC","Prairie View","SWAC","Away",13,"Makenzie Washington","OH",1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-10-31,"Jackson St.","SWAC","Prairie View","SWAC","Away",14,"Jylen Whitten","OH",3,13,0,22,0.591,0,0,1,5,12,0,0,1,0,0.5,13.5,0
"Jackson St.","2022-2023",2022-10-31,"Jackson St.","SWAC","Prairie View","SWAC","Away",11,"Alexis Williams","OH",3,7,3,12,0.333,0,2,0,1,9,1,0,1,0,0.5,9.5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",23,"Nevaeh Bray","MB",3,5,1,11,0.364,0,0,0,1,0,0,0,0,0,0,5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",3,"Trinity Bryant","DS",2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",17,"Kymorah Carter","DS",1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",9,"Morghan Chambers","OH",1,1,0,4,0.25,0,0,0,0,0,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",10,"Karys Dove","S",3,0,0,2,0,18,3,0,4,0,0,0,0,0,0,3,2
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",16,"Olivia Flanagan","OH",2,6,0,6,1,0,0,0,0,0,0,0,1,0,0.5,6.5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",24,"Taila Gaines","MB",3,6,1,11,0.455,0,4,2,2,1,0,0,1,0,0.5,10.5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",22,"Diamond Holliday","MB",1,2,0,3,0.667,0,0,0,0,1,0,0,0,0,0,2,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",21,"Jordan Jones","MB",3,6,0,7,0.857,0,0,0,0,0,0,0,1,0,0.5,6.5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",15,"Kennedy Shaw","OH",1,1,0,2,0.5,0,0,0,2,1,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",1,"Damassy Thompson","S",3,0,0,3,0,17,0,1,6,0,0,0,0,0,0,0,1
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",12,"Kaiya Wall","OH",2,7,2,14,0.357,0,0,0,4,1,0,0,0,0,0,7,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",2,"Alana Washington","DS",3,0,0,0,0,2,0,0,13,17,0,0,0,0,0,0,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",13,"Makenzie Washington","OH",1,2,0,5,0.4,0,0,0,2,0,0,0,1,0,0.5,2.5,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",14,"Jylen Whitten","OH",3,5,6,19,-0.053,1,3,1,10,6,0,0,0,0,0,8,0
"Jackson St.","2022-2023",2022-11-04,"Jackson St.","SWAC","Mississippi Val.","SWAC","Home",11,"Alexis Williams","OH",2,1,3,5,-0.4,0,0,0,2,1,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",23,"Nevaeh Bray","MB",4,8,2,13,0.462,1,1,4,6,0,0,0,5,0,5,11.5,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",3,"Trinity Bryant","DS",3,0,0,3,0,1,1,2,14,24,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",9,"Morghan Chambers","OH",4,8,0,17,0.471,0,0,0,4,5,0,0,4,0,4,10,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",10,"Karys Dove","S",4,0,0,1,0,20,1,0,5,0,0,0,0,0,0,1,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",16,"Olivia Flanagan","OH",4,16,2,25,0.56,0,0,0,5,0,0,0,2,0,2,17,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",21,"Jordan Jones","MB",4,7,4,16,0.188,0,0,0,0,1,1,2,4,0,6,11,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",1,"Damassy Thompson","S",4,0,0,4,0,30,0,0,6,0,0,0,0,0,0,0,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",2,"Alana Washington","DS",4,0,1,1,-1,0,0,0,6,6,0,0,0,0,0,0,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",14,"Jylen Whitten","OH",4,3,5,21,-0.095,0,0,0,4,6,0,0,0,0,0,3,0
"Jackson St.","2022-2023",2022-11-18,"Jackson St.","SWAC","Texas Southern","SWAC","Home",11,"Alexis Williams","OH",4,17,4,48,0.271,2,7,0,16,23,0,0,3,0,3,25.5,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",3,"Destini Banks","MB",3,2,4,8,-0.25,1,0,0,0,4,2,0,0,0,0,2,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",11,"Tyler Caliste","S",3,5,4,21,0.048,4,2,1,4,4,1,0,0,0,0,7,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",9,"Torre Giron","OH",3,1,4,13,-0.231,1,0,0,6,22,6,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",1,"Seerdyn James","DS",3,1,1,3,0,1,0,0,4,18,4,0,0,0,0,1,1
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",7,"Mallory Lamport","OH",3,0,2,3,-0.667,0,0,0,11,14,3,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",2,"Mikayla Lee","S",3,1,0,6,0.167,5,1,1,6,2,0,0,0,1,1,2,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",8,"Chariah Mabry","MB",3,1,2,8,-0.125,0,1,2,0,0,0,0,0,0,0,2,0
"Mississippi Val.","2022-2023",2022-08-26,"Mississippi Val.","SWAC","Arkansas St.","Sun Belt","Away",6,"Shaela Mosby","OH",2,1,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",4,"Destini Banks","MB",3,2,2,6,0,0,0,0,1,0,0,0,1,1,1.5,2.5,1
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",18,"Chardea Berthelot","OH",3,1,1,13,0,0,2,3,4,31,3,0,0,0,0,3,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",11,"Tyler Caliste","S",3,2,2,12,0,1,0,0,0,4,0,0,1,0,0.5,2.5,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",9,"Torre Giron","OH",3,3,6,19,-0.158,0,0,0,5,9,3,0,0,0,0,3,1
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",1,"Seerdyn James","DS",3,0,1,1,-1,1,0,1,3,18,2,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",17,"Mikayla Lee","S",2,0,2,7,-0.286,3,0,1,3,0,0,0,0,1,1,0,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",8,"Chariah Mabry","MB",3,0,3,8,-0.375,0,0,0,2,0,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","SFA","WAC","Away",6,"Shaela Mosby","OH",2,0,1,1,-1,0,0,0,1,3,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",3,"Destini Banks","MB",3,2,4,7,-0.286,0,0,0,0,0,0,0,0,0,0,2,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",5,"Chardea Berthelot","OH",3,4,4,18,0,0,0,0,6,17,2,0,0,0,0,4,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",11,"Tyler Caliste","S",3,7,4,23,0.13,4,0,1,8,11,2,0,0,0,0,7,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",9,"Torre Giron","OH",3,0,1,8,-0.125,0,1,1,6,16,4,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",1,"Seerdyn James","DS",3,0,2,4,-0.5,2,0,0,3,22,3,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",2,"Mikayla Lee","S",3,0,2,7,-0.286,7,2,1,7,0,0,0,0,0,0,2,2
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",18,"Chariah Mabry","MB",3,1,0,3,0.333,0,0,0,0,0,0,0,0,1,1,1,0
"Mississippi Val.","2022-2023",2022-09-09,"Mississippi Val.","SWAC","Houston Christian","Southland","Home",6,"Shaela Mosby","OH",3,1,0,3,0.333,0,0,0,0,3,2,1,0,0,1,2,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",3,"Destini Banks","MB",3,0,4,5,-0.8,0,0,0,2,0,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",5,"Chardea Berthelot","OH",3,5,4,22,0.045,0,1,1,4,11,1,1,0,0,1,7,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",11,"Tyler Caliste","S",3,4,4,19,0,1,1,2,1,12,1,1,1,0,1.5,6.5,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",9,"Torre Giron","OH",3,2,1,6,0.167,0,0,2,0,12,2,0,0,0,0,2,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",1,"Seerdyn James","DS",3,0,2,3,-0.667,0,0,2,1,32,6,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",2,"Mikayla Lee","S",3,3,1,6,0.333,11,0,0,8,0,0,0,0,0,0,3,2
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",8,"Chariah Mabry","MB",3,1,1,6,0,1,0,2,1,0,0,0,1,0,0.5,1.5,0
"Mississippi Val.","2022-2023",2022-09-10,"Mississippi Val.","SWAC","Southern Miss.","Sun Belt","Away",6,"Shaela Mosby","OH",2,1,2,9,-0.111,0,0,0,0,1,1,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",3,"Destini Banks","MB",4,6,4,19,0.105,0,0,1,4,0,0,0,0,0,0,6,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",5,"Chardea Berthelot","OH",4,13,8,37,0.135,0,1,2,14,27,3,0,0,1,1,14,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",11,"Tyler Caliste","S",4,11,3,28,0.286,5,3,2,9,12,0,0,0,0,0,14,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",9,"Torre Giron","OH",4,1,1,8,0,0,1,2,12,6,2,1,0,0,1,3,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",1,"Seerdyn James","DS",4,1,0,10,0.1,1,1,1,11,26,0,0,0,0,0,2,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",2,"Mikayla Lee","S",4,2,3,15,-0.067,32,1,3,5,0,0,0,1,1,1.5,3.5,6
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",8,"Chariah Mabry","MB",4,4,2,8,0.25,1,4,4,4,5,1,0,1,0,0.5,8.5,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Tougaloo",NA,"Away",6,"Shaela Mosby","OH",4,6,4,15,0.133,0,0,0,2,1,1,1,0,1,2,7,1
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",4,"Destini Banks","MB",5,3,1,9,0.222,0,0,0,1,0,0,0,1,0,0.5,3.5,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",18,"Chardea Berthelot","OH",5,13,6,42,0.167,0,1,2,3,28,2,0,0,0,0,14,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",11,"Tyler Caliste","S",5,8,15,39,-0.179,0,2,2,10,29,2,0,0,0,0,10,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",9,"Torre Giron","OH",5,6,2,18,0.222,1,1,2,16,11,1,0,1,0,0.5,7.5,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",1,"Seerdyn James","DS",5,0,1,3,-0.333,2,0,1,19,24,3,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",17,"Mikayla Lee","S",5,5,0,14,0.357,32,3,2,9,0,0,0,0,0,0,8,4
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",8,"Chariah Mabry","MB",5,4,1,14,0.214,1,1,3,1,0,0,0,0,0,0,5,0
"Mississippi Val.","2022-2023",2022-09-16,"Mississippi Val.","SWAC","Belhaven","CCS","Away",6,"Shaela Mosby","OH",2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",3,"Destini Banks","MB",4,4,5,13,-0.077,0,0,0,1,1,0,1,1,0,2,5.5,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",5,"Chardea Berthelot","OH",4,10,9,39,0.026,0,1,2,10,23,0,0,0,0,0,11,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",11,"Tyler Caliste","S",4,9,4,29,0.172,3,1,2,8,18,2,0,0,1,0,10,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",9,"Torre Giron","OH",4,3,4,10,-0.1,1,2,1,8,12,0,0,0,1,0,5,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",1,"Seerdyn James","DS",4,1,0,2,0.5,1,0,0,21,26,3,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",2,"Mikayla Lee","S",4,2,1,5,0.2,27,3,0,7,0,0,0,1,0,1,5.5,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",8,"Chariah Mabry","MB",4,3,4,12,-0.083,0,1,2,3,0,0,0,0,0,0,4,0
"Mississippi Val.","2022-2023",2022-09-19,"Mississippi Val.","SWAC","Miles","SIAC","Away",6,"Shaela Mosby","OH",4,8,5,26,0.115,1,0,0,0,1,0,0,0,2,0,8,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",3,"Destini Banks","MB",3,0,3,11,-0.273,1,0,1,5,15,1,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",5,"Chardea Berthelot","OH",3,10,5,28,0.179,0,0,2,4,9,2,0,0,0,0,10,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",11,"Tyler Caliste","S",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",9,"Torre Giron","OH",3,3,2,11,0.091,0,1,4,6,8,1,0,1,0,0.5,4.5,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",1,"Seerdyn James","DS",3,1,4,13,-0.231,1,3,0,4,8,1,0,1,0,0.5,4.5,0
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",2,"Mikayla Lee","S",3,0,3,5,-0.6,13,3,1,5,5,0,0,1,0,0.5,3.5,2
"Mississippi Val.","2022-2023",2022-10-09,"Mississippi Val.","SWAC","Prairie View","SWAC","Home",8,"Chariah Mabry","MB",3,2,2,6,0,0,1,1,2,22,2,1,3,0,2.5,5.5,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",3,"Destini Banks","MB",3,3,3,14,0,1,1,0,4,16,1,0,2,0,1,5,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",5,"Chardea Berthelot","OH",3,2,6,30,-0.133,0,3,0,14,10,0,0,0,0,0,5,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",13,"Kailyn Charles","OH",2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",4,"Toni Clemons","MB",1,0,2,4,-0.5,0,0,0,0,0,0,0,0,0,0,0,1
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",1,"Seerdyn James","DS",3,1,1,11,0,1,0,0,8,2,0,0,1,0,0.5,1.5,1
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",7,"Mallory Lamport","OH",3,0,0,1,0,0,1,0,9,20,2,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",2,"Mikayla Lee","S",3,0,3,20,-0.15,7,0,1,8,7,1,0,0,0,0,0,5
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",8,"Chariah Mabry","MB",3,5,1,15,0.267,0,0,3,8,14,1,0,1,0,0.5,5.5,0
"Mississippi Val.","2022-2023",2022-10-30,"Mississippi Val.","SWAC","Texas Southern","SWAC","Home",6,"Shaela Mosby","OH",2,1,2,8,-0.125,0,0,1,0,0,0,0,0,0,0,1,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",3,"Destini Banks","MB",3,2,2,7,0,0,0,1,1,3,0,0,1,0,0.5,2.5,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",5,"Chardea Berthelot","OH",3,1,8,33,-0.212,0,0,1,4,8,2,0,1,0,0.5,1.5,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",13,"Kailyn Charles","OH",2,0,1,4,-0.25,0,0,0,1,0,0,0,1,0,0.5,0.5,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",14,"Toni Clemons","MB",2,1,3,5,-0.4,0,0,0,2,0,0,0,2,0,1,2,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",1,"Seerdyn James","DS",3,0,1,9,-0.111,2,0,1,3,7,1,0,1,0,0.5,0.5,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",7,"Mallory Lamport","OH",3,0,1,3,-0.333,0,0,0,11,16,0,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",2,"Mikayla Lee","S",3,0,0,5,0,4,0,0,6,4,1,0,0,0,0,0,0
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",8,"Chariah Mabry","MB",3,2,3,12,-0.083,0,1,1,1,27,4,0,0,0,0,3,2
"Mississippi Val.","2022-2023",2022-10-31,"Mississippi Val.","SWAC","Southern U.","SWAC","Away",6,"Shaela Mosby","OH",2,1,1,4,0,0,0,0,0,2,1,0,0,0,0,1,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",6,"Kiersten Atkinson","MB",3,5,1,10,0.4,0,0,1,0,1,0,0,4,1,3,7,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",14,"Skyla Childs","DS",1,0,0,0,0,1,0,0,2,12,2,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",20,"Autumn Dowell","OH",2,0,2,2,-1,0,0,0,0,1,0,0,1,0,0.5,0.5,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",16,"Kharys Grice","OH",3,1,3,6,-0.333,0,0,1,2,4,0,0,1,0,0.5,1.5,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",21,"Jakarta Hope","S",3,0,0,3,0,21,1,3,7,0,0,0,1,0,0.5,1.5,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",7,"Miyuki Johnson","DS",2,0,0,1,0,0,0,0,3,14,1,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",19,"Kylee Owens","OH",3,11,7,28,0.143,0,0,4,6,8,2,0,1,0,0.5,11.5,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",10,"Yarian Pagan","OH",1,0,2,2,-1,0,0,0,1,4,0,0,1,0,0.5,0.5,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",11,"Leila Smalls","OH",3,12,2,26,0.385,0,0,2,5,24,4,1,0,0,1,13,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",23,"Trinity Williams","S",2,0,0,0,0,6,1,1,4,0,0,0,0,0,0,1,0
"Prairie View","2022-2023",2022-08-26,"Prairie View","SWAC","Southeastern La.","Southland","Away",4,"Skylynn Wynn","MB",3,2,3,10,-0.1,2,2,0,1,1,0,0,1,0,0.5,4.5,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",6,"Kiersten Atkinson","MB",3,1,2,4,-0.25,1,0,0,0,1,1,0,1,0,0.5,1.5,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",14,"Skyla Childs","DS",1,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",20,"Autumn Dowell","OH",2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",16,"Kharys Grice","OH",2,2,2,7,0,1,0,0,1,2,0,0,1,0,0.5,2.5,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",21,"Jakarta Hope","S",3,1,1,6,0,20,1,1,6,0,0,0,0,0,0,2,1
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",7,"Miyuki Johnson","DS",3,0,1,1,-1,2,0,0,5,13,3,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",5,"Ruby Osawey","OH",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",19,"Kylee Owens","OH",3,11,3,24,0.333,0,2,2,5,15,3,0,1,0,0.5,13.5,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",10,"Yarian Pagan","OH",1,1,2,4,-0.25,0,0,0,1,0,0,0,0,0,0,1,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",11,"Leila Smalls","OH",3,9,2,20,0.35,0,0,0,7,31,1,0,0,0,0,9,0
"Prairie View","2022-2023",2022-08-27,"Prairie View","SWAC","Tulane","The American","Home",4,"Skylynn Wynn","MB",3,5,2,16,0.188,1,0,1,2,0,0,2,1,0,2.5,7.5,0
"Prairie View","2022-2023",2022-08-30,"Prairie View","SWAC","Sam Houston","WAC","Away",6,"Kiersten Atkinson","MB",2,3,5,12,-0.167,0,0,0,1,0,0,0,0,0,0,3,0
"Prairie View","2022-2023",2022-08-30,"Prairie View","SWAC","Sam Houston","WAC","Away",14,"Skyla Childs","DS",3,0,0,0,0,1,0,0,4,13,1,0,0,0,0,0,0
"Prairie View","2022-2023",2022-08-30,"Prairie View","SWAC","Sam Houston","WAC","Away",20,"Autumn Dowell","OH",1,0,2,2,-1,0,0,0,0,0,0,0,2,0,1,1,0
"Prairie View","2022-2023",2022-08-30,"Prairie View","SWAC","Sam Houston","WAC","Away",13,"Delaney Esterling","MB",2,0,2,7,-0.286,0,0,0,2,0,0,0,0,0,0,0,0
