Season,Date,ContestID,Team,Conference,Opponent Team,Opponent Conference,Location,Number,Player,P,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,SetErr,SetAtt,ServeAtt,TotalBlocks
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,20,Kendall Agler,L,4,0,0,0,0.0,4,0,2,13,15,0,0,0,0,0.0,0,0.0,19.0,13.0,0
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,7,Lyla Fisher,OH,4,12,4,38,0.211,0,1,0,6,31,1,0,1,0,13.5,0,0.0,2.0,10.0,1
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,15,Brooke Herdes,OH,4,0,2,2,-1.0,1,0,1,5,21,3,0,0,0,0.0,0,0.0,5.0,8.0,0
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,3,Wren Jones,OH,4,7,11,32,-0.125,0,0,0,0,13,0,0,3,0,8.5,0,0.0,3.0,0.0,3
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,2,Carsyn Kelley,S,4,2,1,5,0.2,29,2,2,8,1,0,0,3,1,5.5,0,0.0,90.0,9.0,3
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,18,Makenzie Miller,MB,4,3,4,13,-0.077,0,0,0,1,1,0,1,3,0,5.5,0,0.0,0.0,0.0,4
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,6,Lexi Owen,S,4,0,0,1,0.0,3,2,2,8,0,0,0,0,0,2.0,0,0.0,11.0,15.0,0
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,4,Sabrina Ripple,MB,4,3,2,10,0.1,0,3,2,2,1,1,0,5,0,8.5,0,0.0,2.0,20.0,5
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,17,Ryan Scheu,OH,4,8,3,16,0.313,0,0,0,2,0,0,1,1,0,9.5,0,0.0,0.0,0.0,2
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,10,Aubry Dowling,L,1,0,0,0,0.0,0,0,0,0,3,1,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,5,Angelica Gonzalez Maltes,OH,1,1,3,8,-0.25,1,0,0,2,5,0,0,0,0,1.0,0,0.0,2.0,1.0,0
2026-2027,2026-08-28,6606158,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,1,Carlotta Pascual Centelles,OH,1,3,1,5,0.4,0,0,0,0,0,0,0,0,0,3.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,3,Becky Barrett,DS,5,0,0,0,0.0,4,1,0,25,15,0,0,0,0,1.0,0,0.0,21.0,22.0,0
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,15,Bella DiBuono,MB,5,2,2,12,0.0,0,0,0,1,2,0,1,0,0,3.0,0,0.0,2.0,0.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,19,Miona Dimitric,OH,5,8,10,37,-0.054,1,3,1,4,38,2,0,1,0,11.5,0,0.0,2.0,29.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,5,Mya Plemons,MB,5,6,3,15,0.2,0,0,0,4,0,0,1,2,0,8.0,0,0.0,2.0,0.0,3
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,6,Riley Rosneck,OH,5,33,11,84,0.262,5,0,1,18,34,4,0,1,0,33.5,0,0.0,12.0,14.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,9,Trinity Rye,OH,5,13,7,37,0.162,0,1,2,0,0,0,1,0,3,15.0,0,0.0,3.0,9.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,1,Lili Smith,S,5,0,0,0,0.0,16,0,1,11,0,0,1,0,0,1.0,0,0.0,44.0,14.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,2,Ava Tester,S,5,0,0,0,0.0,0,2,1,2,0,0,0,0,0,2.0,0,0.0,2.0,14.0,0
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,10,Haiden Means,S,4,4,0,4,1.0,40,1,2,7,0,0,1,0,1,6.0,0,0.0,107.0,13.0,1
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,11,Stephani Winzeler,L,3,0,0,0,0.0,0,0,0,5,12,0,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-29,6606161,Purdue Fort Wayne,Horizon,Bellarmine,ASUN,Neutral,4,Ellie Adams,OH,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,2,Natalie Bland,OH,5,18,6,44,0.273,0,2,1,11,35,3,1,1,0,21.5,0,0.0,7.0,15.0,2
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,7,Maddie Carnes,S,5,6,1,11,0.455,47,1,3,17,0,0,0,4,0,9.0,0,0.0,134.0,20.0,4
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,20,Mary Herman,MB,5,5,3,16,0.125,0,3,0,2,3,0,2,4,0,12.0,0,0.0,2.0,24.0,6
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,24,Ava Long,DS,5,0,1,3,-0.333,3,0,1,9,25,2,0,0,0,0.0,0,0.0,8.0,14.0,0
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,12,Abbie Lyttle,DS,5,0,0,0,0.0,0,1,1,13,16,1,0,0,0,1.0,0,1.0,5.0,19.0,0
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,4,Payton Parsons,L/DS,5,0,0,0,0.0,4,0,0,14,21,1,0,0,0,0.0,0,0.0,23.0,6.0,0
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,3,Erika Smith,MB,5,8,3,20,0.25,1,0,0,2,0,0,2,5,1,12.5,0,0.0,4.0,2.0,7
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,22,Mya White,OH,5,12,6,32,0.188,0,0,0,3,6,0,0,3,0,13.5,0,0.0,1.0,2.0,3
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,1,Mady Yaden,OH,5,13,9,58,0.069,1,0,0,2,0,0,0,1,0,13.5,0,0.0,5.0,0.0,1
2026-2027,2026-08-29,6606161,Bellarmine,ASUN,Purdue Fort Wayne,Horizon,Neutral,11,Abby Julius,OH,4,0,0,0,0.0,0,1,2,2,0,0,0,0,0,1.0,0,0.0,0.0,9.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,3,Becky Barrett,DS,3,0,0,1,0.0,3,1,0,20,14,0,0,0,0,1.0,0,0.0,19.0,8.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,15,Bella DiBuono,MB,3,0,1,1,-1.0,0,0,0,0,0,0,1,2,0,2.0,0,0.0,1.0,0.0,3
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,19,Miona Dimitric,OH,3,5,3,17,0.118,1,0,3,11,23,0,0,1,0,5.5,0,0.0,2.0,8.0,1
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,10,Haiden Means,S,3,1,0,2,0.5,5,0,2,5,0,0,0,0,0,1.0,0,0.0,36.0,10.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,7,Avery Parris,OPP,3,2,0,8,0.25,0,0,0,2,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,5,Mya Plemons,MB,3,3,0,5,0.6,0,0,1,0,0,0,0,1,0,3.5,0,0.0,0.0,1.0,1
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,6,Riley Rosneck,OH,3,8,5,40,0.075,1,1,0,2,6,0,0,1,0,9.5,0,0.0,4.0,12.0,1
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,9,Trinity Rye,OH,3,4,3,30,0.033,0,0,0,7,0,0,0,1,0,4.5,0,0.0,1.0,1.0,1
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,1,Lili Smith,S,3,2,1,3,0.333,13,0,1,2,0,0,0,0,0,2.0,0,0.0,43.0,9.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,2,Ava Tester,S,2,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,1.0,5.0,0
2026-2027,2026-09-01,6606163,Purdue Fort Wayne,Horizon,Toledo,MAC,Neutral,11,Stephani Winzeler,L,2,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,15,Madelyn Bach,S,3,0,1,2,-0.5,19,2,0,8,0,0,0,0,0,2.0,0,0.0,42.0,9.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,16,Sophie Catalano,OPP,3,9,3,20,0.3,0,0,0,5,0,0,0,1,0,9.5,0,0.0,0.0,0.0,1
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,6,Jessica Costlow,OH,3,3,1,18,0.111,2,1,1,14,13,1,0,0,0,4.0,0,0.0,8.0,14.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,1,Grace Freiberger,L/DS,3,0,0,0,0.0,5,0,1,10,9,0,0,0,0,0.0,0,0.0,18.0,9.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,3,Janelle Green,S,3,1,0,1,1.0,16,2,1,12,0,0,0,0,0,3.0,0,0.0,36.0,18.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,23,Lilly Merk,MB,3,6,2,12,0.333,0,0,0,2,0,0,1,5,0,9.5,0,0.0,1.0,0.0,6
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,10,Kayla Ozanich,MB,3,7,1,12,0.5,0,2,5,1,0,0,0,2,0,10.0,0,0.0,0.0,15.0,2
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,22,Sierra Pertzborn,MB,3,7,0,19,0.368,0,0,0,2,0,0,0,4,0,9.0,0,0.0,1.0,0.0,4
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,14,Ava Siefke,OH,3,12,1,24,0.458,0,0,2,2,18,1,0,2,0,13.0,0,0.0,0.0,2.0,2
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,7,Avery Adamski,L,2,0,0,0,0.0,0,0,2,3,3,0,0,0,0,0.0,0,0.0,1.0,2.0,0
2026-2027,2026-09-01,6606163,Toledo,MAC,Purdue Fort Wayne,Horizon,Neutral,21,Meg Jarrett,L,2,0,0,0,0.0,0,0,1,0,3,0,0,0,0,0.0,0,0.0,0.0,4.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,15,Sasha Bespaly,MB,4,10,3,21,0.333,0,0,0,0,1,0,0,1,0,10.5,0,0.0,0.0,0.0,1
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,9,Haleina Bowers,MB,4,5,4,12,0.083,0,0,0,0,2,1,0,1,0,5.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,1,Sofia Dawson,S,4,2,3,10,-0.1,41,1,1,7,0,0,0,2,0,4.0,0,0.0,97.0,14.0,2
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,13,Kaili Doctor,OH,4,14,7,40,0.175,0,1,2,3,7,0,0,1,1,15.5,0,0.0,2.0,17.0,1
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,11,Yarimar Francis Garay,MB,4,3,3,8,0.0,0,1,0,2,1,0,0,3,0,5.5,0,0.0,2.0,3.0,3
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,2,Leah McDonald,OH,4,0,2,3,-0.667,0,0,0,5,7,1,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,19,Emma Pohlmann,L/DS,4,0,0,0,0.0,0,0,3,17,11,1,0,0,0,0.0,0,0.0,5.0,9.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,18,Julianna Santiago,L/DS,4,0,0,0,0.0,0,2,2,6,18,2,0,0,0,2.0,0,0.0,3.0,16.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,3,Dakota Spurrier,OH,4,14,7,37,0.189,3,2,1,10,32,3,0,0,0,16.0,0,0.0,7.0,18.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,8,Brooklyn Stringfellow,L/DS,4,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0.0,0.0,8.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,4,Lily Rodgers,OH,3,1,0,2,0.5,0,0,1,0,0,0,0,0,0,1.0,0,0.0,0.0,1.0,0
2026-2027,2026-08-29,6606165,North Florida,ASUN,George Washington,Atlantic 10,Neutral,12,Haydin Froehlich,S,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2.0,1.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,4,Alexis Badu,OPP,4,3,4,15,-0.067,0,0,0,1,0,0,0,3,0,4.5,1,0.0,2.0,0.0,3
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,2,Yazmyn Billings,MB,4,4,2,12,0.167,0,0,0,1,0,0,0,5,0,6.5,0,0.0,0.0,0.0,5
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,0,Nicanora Clarke,OH,4,8,6,24,0.083,1,2,1,7,20,0,0,0,0,10.0,0,0.0,3.0,10.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,10,Cayla Cogan,OH,4,11,5,32,0.188,1,0,1,2,15,2,0,2,1,12.0,1,0.0,2.0,1.0,2
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,24,Sadee Gedse,L/DS,4,0,0,0,0.0,1,1,1,6,0,0,0,0,0,1.0,0,0.0,3.0,15.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,9,Evie Huang,L,4,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0.0,0,0.0,1.0,14.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,14,Abby Markworth,S,4,3,0,5,0.6,24,2,0,7,0,0,0,2,0,6.0,0,0.0,94.0,12.0,2
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,8,Alexis Rodriguez,OH,4,1,4,15,-0.2,2,1,2,13,23,2,0,1,0,2.5,0,0.0,2.0,16.0,1
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,11,Riley Samuel,MB,4,3,3,15,0.0,1,0,0,0,0,0,3,3,1,7.5,0,0.0,1.0,0.0,6
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,15,Lydia Zeng,L/DS,4,0,0,0,0.0,4,2,0,12,14,1,0,0,0,2.0,0,0.0,10.0,16.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,23,Simone Assasie,MB,1,1,0,1,1.0,0,0,0,0,1,0,0,0,0,1.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-29,6606165,George Washington,Atlantic 10,North Florida,ASUN,Neutral,17,Tessa de Albergaria,L/DS,1,0,0,0,0.0,0,0,0,0,3,2,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,7,Dani Brey,DS,4,0,0,0,0.0,0,2,1,8,14,2,0,0,0,2.0,0,0.0,1.0,13.0,0
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,9,Emry Brown,OH,4,13,8,36,0.139,0,0,0,5,10,1,1,8,1,18.0,0,0.0,0.0,0.0,9
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,10,Coco Buschhorn,S,4,0,0,1,0.0,13,0,1,14,0,0,0,0,0,0.0,0,0.0,57.0,20.0,0
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,12,Chloe Kaminski,L/DS,4,0,0,0,0.0,8,1,1,13,10,1,0,0,0,1.0,0,0.0,22.0,16.0,0
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,22,Savy Repinski,S,4,0,0,2,0.0,23,1,1,6,0,0,0,0,0,1.0,0,0.0,51.0,9.0,0
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,11,Stella Smith,MB,4,8,3,19,0.263,0,0,0,0,0,0,0,9,0,12.5,0,0.0,1.0,0.0,9
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,15,Ryanne Wattree,OH,4,16,4,28,0.429,0,0,0,1,0,0,0,4,0,18.0,0,0.0,0.0,0.0,4
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,16,Hannah Wayment,MB,4,1,7,14,-0.429,0,0,1,0,0,0,0,7,0,4.5,0,0.0,0.0,13.0,7
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,20,Mia Weaver,OH,4,6,3,25,0.12,2,0,2,10,43,0,1,1,1,7.5,0,0.0,5.0,20.0,2
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,5,Madelyn Bahnsen,OH,3,5,1,12,0.333,0,0,0,3,0,0,0,1,0,5.5,0,0.0,0.0,0.0,1
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,19,Gizem Eroglu,MB,1,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0.5,0,0.0,0.0,0.0,1
2026-2027,2026-09-04,6606166,Kansas City,Summit League,Purdue Fort Wayne,Horizon,Neutral,13,Clarke Henry,OH,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0.5,0,,,,1
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,3,Becky Barrett,DS,4,0,0,0,0.0,4,0,1,17,19,2,0,0,0,0.0,0,0.0,14.0,16.0,0
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,15,Bella DiBuono,MB,4,2,3,11,-0.091,1,0,0,1,1,0,0,6,0,5.0,0,0.0,1.0,0.0,6
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,19,Miona Dimitric,OH,4,11,3,23,0.348,0,0,1,10,43,1,1,0,0,12.0,0,0.0,2.0,14.0,1
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,10,Haiden Means,S,4,1,3,4,-0.5,20,0,0,10,0,0,0,2,0,2.0,0,0.0,64.0,12.0,2
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,5,Mya Plemons,MB,4,2,0,9,0.222,1,0,0,3,0,0,0,2,0,3.0,0,0.0,2.0,0.0,2
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,6,Riley Rosneck,OH,4,12,10,49,0.041,0,0,0,6,19,1,0,3,0,13.5,0,0.0,5.0,14.0,3
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,9,Trinity Rye,OH,4,11,11,29,0.0,0,2,1,5,0,0,0,2,0,14.0,0,0.0,2.0,7.0,2
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,2,Ava Tester,S,4,0,0,0,0.0,1,2,1,2,0,0,0,0,0,2.0,0,0.0,3.0,17.0,0
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,1,Lili Smith,S,3,1,0,2,0.5,16,0,1,5,0,0,0,0,0,1.0,0,0.0,47.0,3.0,0
2026-2027,2026-09-04,6606166,Purdue Fort Wayne,Horizon,Kansas City,Summit League,Neutral,7,Avery Parris,OPP,2,4,2,9,0.222,0,0,0,0,2,0,0,1,0,4.5,0,0.0,1.0,0.0,1
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,3,Becky Barrett,DS,3,0,0,0,0.0,3,0,2,15,15,2,0,0,0,0.0,0,0.0,12.0,9.0,0
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,15,Bella DiBuono,MB,3,4,3,10,0.1,0,0,0,0,0,0,0,2,0,5.0,0,,,,2
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,19,Miona Dimitric,OH,3,8,1,21,0.333,0,2,1,10,23,2,0,0,0,10.0,0,0.0,1.0,12.0,0
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,5,Mya Plemons,MB,3,7,0,12,0.583,0,0,0,1,1,0,0,2,0,8.0,0,0.0,0.0,0.0,2
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,6,Riley Rosneck,OH,3,11,1,31,0.323,0,0,1,10,13,0,0,1,0,11.5,0,0.0,2.0,10.0,1
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,9,Trinity Rye,OH,3,19,6,34,0.382,1,2,2,6,1,0,0,1,0,21.5,0,0.0,1.0,15.0,1
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,1,Lili Smith,S,3,0,0,0,0.0,45,1,3,4,0,0,0,0,1,1.0,0,0.0,96.0,19.0,0
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,2,Ava Tester,S,3,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1.0,0,0.0,0.0,10.0,0
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,8,Anna Cassidy,MB,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6606168,Purdue Fort Wayne,Horizon,Evansville,MVC,Neutral,14,Kennedy McCants,MB,1,1,0,1,1.0,0,0,0,0,0,0,0,0,1,1.0,0,,,,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,20,Kendall Agler,L,3,0,0,0,0.0,3,1,2,13,16,0,0,0,0,1.0,0,0.0,11.0,7.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,7,Lyla Fisher,OH,3,6,3,18,0.167,0,0,0,2,14,1,0,0,0,6.0,0,0.0,2.0,0.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,15,Brooke Herdes,OH,3,0,0,0,0.0,0,1,1,8,14,1,0,0,0,1.0,0,0.0,3.0,11.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,3,Wren Jones,OH,3,9,7,26,0.077,0,0,0,4,19,2,0,0,0,9.0,0,0.0,4.0,8.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,2,Carsyn Kelley,S,3,0,0,2,0.0,22,0,0,8,0,0,0,0,0,0.0,0,0.0,63.0,9.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,18,Makenzie Miller,MB,3,4,2,11,0.182,0,1,0,0,0,0,0,1,0,5.5,0,0.0,2.0,2.0,1
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,6,Lexi Owen,S,3,0,0,2,0.0,4,1,0,5,0,0,0,0,0,1.0,0,0.0,15.0,13.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,1,Carlotta Pascual Centelles,OH,3,5,2,13,0.231,0,0,0,0,0,0,0,0,0,5.0,0,,,,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,4,Sabrina Ripple,MB,2,1,1,5,0.0,0,0,1,0,1,0,0,0,0,1.0,0,0.0,0.0,7.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,17,Ryan Scheu,OH,2,5,0,15,0.333,0,0,0,2,0,0,0,1,0,5.5,0,0.0,2.0,0.0,1
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,10,Aubry Dowling,L,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-09-04,6606168,Evansville,MVC,Purdue Fort Wayne,Horizon,Neutral,21,McKenzie Laubach,MB,1,2,0,3,0.667,1,0,0,0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-05,6606169,Purdue Fort Wayne,Horizon,Miami (OH),MAC,Neutral,3,Becky Barrett,DS,4,0,0,0,0.0,4,0,1,24,51,5,0,0,0,0.0,0,0.0,19.0,11.0,0
