"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",19,"Grace Turner","OH",5,11,7,33,0.121,0,0,2,8,3,0,1,0,11.5,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",8,"Alana Walker","MB",5,10,6,25,0.16,1,0,0,1,0,0,3,0,11.5,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",1,"Josi Williams","L/DS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",2,"Brooklyn Borum","OH",3,11,2,23,0.391,0,1,0,5,0,0,0,0,12,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",23,"Simone Dominique","OH",3,1,3,9,-0.222,0,0,0,3,0,0,0,0,1,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",9,"Jayna Francis","OH",2,6,5,21,0.048,2,0,2,2,0,0,0,0,6,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",5,"Ashley Le","S",3,1,0,1,1,19,0,0,7,0,0,0,0,1,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",22,"Kristen Leland","L/DS",3,0,0,0,0,5,1,1,13,2,0,0,0,1,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",24,"Madison Morey","L/DS",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",25,"Hannah Prendergast","S",3,0,0,0,0,13,0,1,5,0,0,0,0,0,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",14,"Mary Shaffer","OH",3,2,2,12,0,0,0,2,3,0,0,2,0,3,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",3,"Abby Tadder","MB",3,7,0,12,0.583,0,0,1,0,0,0,1,0,7.5,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",19,"Grace Turner","OH",2,7,2,16,0.313,0,0,0,4,1,0,1,1,7.5,0
"Virginia","2021-2022",2021-10-31,"Virginia","ACC","Wake Forest","ACC","Home",8,"Alana Walker","MB",3,6,2,12,0.333,0,0,0,0,0,1,2,1,8,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",2,"Brooklyn Borum","OH",4,13,5,34,0.235,2,0,1,7,2,0,0,0,13,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",23,"Simone Dominique","OH",4,4,0,9,0.444,0,0,0,2,1,0,1,1,4.5,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",9,"Jayna Francis","OH",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",5,"Ashley Le","S",4,0,0,0,0,15,0,0,9,0,0,0,0,0,1
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",22,"Kristen Leland","L/DS",4,0,0,0,0,0,1,2,6,2,0,0,0,1,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",24,"Madison Morey","L/DS",4,0,0,0,0,3,1,0,7,4,0,0,0,1,1
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",25,"Hannah Prendergast","S",4,0,0,1,0,15,1,2,9,0,0,0,0,1,1
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",15,"Laila Rogers","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",14,"Mary Shaffer","OH",4,3,6,17,-0.176,1,0,0,0,0,1,5,1,6.5,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",3,"Abby Tadder","MB",4,5,1,10,0.4,0,1,2,0,0,1,2,0,8,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",19,"Grace Turner","OH",4,8,6,24,0.083,0,0,0,5,0,0,0,0,8,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",17,"Heyli Velasquez","L/DS",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Virginia","2021-2022",2021-11-12,"Virginia","ACC","Wake Forest","ACC","Away",8,"Alana Walker","MB",4,3,3,11,0,0,0,0,2,0,2,4,0,7,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",19,"Marisa Cerchio","OH",5,5,2,19,0.158,0,0,0,1,0,1,0,0,6,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",14,"Elayna Duprey","OH",5,11,2,17,0.529,1,0,0,2,0,0,1,0,11.5,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",13,"Mekenzi Heckmann","OH",2,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",27,"Griere Hughes","OH",5,11,8,34,0.088,1,0,0,2,0,0,3,1,12.5,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",8,"Cierra Huntley","OH",3,1,1,3,0,1,1,2,4,3,0,0,0,2,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",23,"Talyn Jackson","S",4,0,0,1,0,15,4,1,4,0,0,0,0,4,2
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",4,"Logan Mosley","L/DS",5,0,0,0,0,4,0,1,23,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",21,"Mary Page","L/DS",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",9,"Mara Perry","S",5,0,0,1,0,21,0,2,7,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",3,"Cera Powell","OH",5,10,7,36,0.083,1,1,3,12,2,0,2,0,12,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",6,"Angel Robinson","MB",5,6,2,11,0.364,0,0,1,2,0,1,4,0,9,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",5,"Brie Siverling","S",2,0,0,0,0,3,2,1,2,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Lehigh","Patriot","Home",20,"Tasha Vipond","MB",5,10,1,15,0.6,1,0,0,1,0,0,2,0,11,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",19,"Marisa Cerchio","OH",3,4,1,8,0.375,0,0,0,2,0,0,2,0,5,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",14,"Elayna Duprey","OH",3,5,5,12,0,0,0,0,2,0,0,1,0,5.5,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",27,"Griere Hughes","OH",3,7,2,28,0.179,0,1,0,3,2,0,2,0,9,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",4,"Logan Mosley","L/DS",3,0,0,0,0,1,0,0,20,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",21,"Mary Page","L/DS",3,0,0,1,0,0,0,0,6,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",9,"Mara Perry","S",3,0,0,0,0,18,1,0,2,0,0,0,0,1,1
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",3,"Cera Powell","OH",3,10,2,25,0.32,0,2,1,10,1,0,1,0,12.5,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",6,"Angel Robinson","MB",3,6,0,11,0.545,0,0,1,0,0,1,4,0,9,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",5,"Brie Siverling","S",3,0,0,1,0,13,0,2,2,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-27,"Virginia Tech","ACC","Toledo","MAC","Home",20,"Tasha Vipond","MB",3,4,2,12,0.167,1,0,0,0,0,0,2,0,5,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",19,"Marisa Cerchio","OH",4,11,2,25,0.36,0,0,0,0,0,0,2,0,12,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",14,"Elayna Duprey","OH",4,5,3,13,0.154,0,0,0,0,0,0,1,1,5.5,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",13,"Mekenzi Heckmann","OH",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",27,"Griere Hughes","OH",4,11,2,27,0.333,0,0,1,2,1,1,0,0,12,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",23,"Talyn Jackson","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",4,"Logan Mosley","L/DS",4,0,0,1,0,1,1,2,14,1,0,0,0,1,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",21,"Mary Page","L/DS",4,0,0,0,0,1,1,2,15,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",9,"Mara Perry","S",4,1,0,2,0.5,23,1,0,4,0,0,0,0,2,1
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",3,"Cera Powell","OH",4,13,6,43,0.163,0,0,1,10,2,0,0,0,13,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",6,"Angel Robinson","MB",4,5,2,12,0.25,0,0,2,3,0,1,1,1,6.5,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",5,"Brie Siverling","S",4,1,1,3,0,28,2,1,10,0,0,0,0,3,0
"Virginia Tech","2021-2022",2021-08-28,"Virginia Tech","ACC","Elon","CAA","Home",20,"Tasha Vipond","MB",4,11,1,17,0.588,0,0,0,0,0,0,2,0,12,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",19,"Marisa Cerchio","OH",5,11,5,41,0.146,0,0,0,2,0,0,2,0,12,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",14,"Elayna Duprey","OH",2,1,0,3,0.333,0,0,0,1,0,0,2,2,2,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",27,"Griere Hughes","OH",4,5,6,24,-0.042,0,0,0,1,0,0,1,0,5.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",8,"Cierra Huntley","OH",4,3,1,9,0.222,1,3,2,9,0,0,0,0,6,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",23,"Talyn Jackson","S",4,3,0,9,0.333,36,1,2,8,0,0,1,0,4.5,2
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",4,"Logan Mosley","L/DS",5,0,0,0,0,3,2,2,27,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",21,"Mary Page","L/DS",4,0,0,1,0,0,0,0,12,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",9,"Mara Perry","S",5,1,1,2,0,9,1,1,10,0,0,1,0,2.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",3,"Cera Powell","OH",5,10,10,52,0,0,0,2,14,2,0,1,0,10.5,1
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",6,"Angel Robinson","MB",5,12,2,20,0.5,0,1,0,4,0,0,3,1,14.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",5,"Brie Siverling","S",3,0,0,0,0,3,1,0,3,0,0,0,1,1,1
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",20,"Tasha Vipond","MB",5,12,1,29,0.379,1,0,0,1,0,1,6,2,16,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","Georgia St.","Sun Belt","Away",22,"Kai Young","OH",1,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",19,"Marisa Cerchio","OH",5,10,5,38,0.132,0,0,0,1,0,0,2,0,11,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",14,"Elayna Duprey","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",13,"Mekenzi Heckmann","OH",4,11,2,31,0.29,0,0,1,2,0,0,3,0,12.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",27,"Griere Hughes","OH",5,7,4,33,0.091,0,0,0,1,2,0,0,0,7,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",8,"Cierra Huntley","OH",5,1,0,1,1,0,1,4,13,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",23,"Talyn Jackson","S",5,0,6,9,-0.667,21,1,0,14,0,1,2,0,3,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",25,"Kellen Morin","MB",2,3,0,5,0.6,0,0,0,0,0,0,3,0,4.5,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",4,"Logan Mosley","L/DS",5,0,1,1,-1,6,1,3,15,2,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",21,"Mary Page","L/DS",5,0,0,0,0,1,2,2,4,3,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",9,"Mara Perry","S",5,0,0,3,0,8,1,1,11,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",3,"Cera Powell","OH",3,3,3,19,0,0,0,1,3,1,0,0,0,3,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",6,"Angel Robinson","MB",5,3,1,8,0.25,0,1,2,2,0,1,2,0,6,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",5,"Brie Siverling","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-03,"Virginia Tech","ACC","North Florida","ASUN","Away",20,"Tasha Vipond","MB",3,2,3,12,-0.083,0,0,0,1,0,2,2,1,5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",19,"Marisa Cerchio","OH",5,15,3,42,0.286,0,0,0,0,0,1,7,1,19.5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",14,"Elayna Duprey","OH",3,5,1,11,0.364,0,0,0,0,0,0,1,0,5.5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",13,"Mekenzi Heckmann","OH",3,1,3,9,-0.222,0,0,0,0,0,0,1,1,1.5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",27,"Griere Hughes","OH",3,9,1,22,0.364,0,0,0,3,1,0,0,0,9,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",8,"Cierra Huntley","OH",3,3,1,13,0.154,0,0,0,5,1,0,1,0,3.5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",23,"Talyn Jackson","S",4,0,0,0,0,14,0,0,6,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",25,"Kellen Morin","MB",5,8,0,19,0.421,0,0,0,2,0,0,4,0,10,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",4,"Logan Mosley","L/DS",5,0,0,1,0,3,0,0,34,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",21,"Mary Page","L/DS",5,0,0,0,0,0,0,1,14,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",9,"Mara Perry","S",5,0,0,0,0,12,0,0,6,0,0,0,1,0,1
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",3,"Cera Powell","OH",3,4,2,24,0.083,0,1,2,8,2,0,0,0,5,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",6,"Angel Robinson","MB",5,15,2,28,0.464,0,1,1,1,0,0,6,0,19,0
"Virginia Tech","2021-2022",2021-09-04,"Virginia Tech","ACC","Davidson","Atlantic 10","Home",5,"Brie Siverling","S",3,2,0,4,0.5,29,2,2,1,0,0,0,1,4,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",19,"Marisa Cerchio","OH",4,11,3,26,0.308,1,0,0,2,0,0,4,0,13,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",14,"Elayna Duprey","OH",2,0,3,5,-0.6,0,0,0,1,0,0,1,2,0.5,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",13,"Mekenzi Heckmann","OH",1,3,2,7,0.143,0,0,0,0,0,0,0,0,3,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",27,"Griere Hughes","OH",4,10,5,26,0.192,1,0,3,11,0,1,4,0,13,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",8,"Cierra Huntley","OH",1,0,2,7,-0.286,0,0,0,0,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",23,"Talyn Jackson","S",4,1,1,4,0,20,3,0,4,0,0,0,2,4,2
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",25,"Kellen Morin","MB",2,1,1,5,0,0,0,0,1,0,0,2,0,2,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",4,"Logan Mosley","L/DS",4,0,0,0,0,0,2,1,20,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",21,"Mary Page","L/DS",3,0,0,0,0,0,0,1,3,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",9,"Mara Perry","S",4,0,0,0,0,15,1,0,3,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",3,"Cera Powell","OH",4,10,2,29,0.276,1,0,0,3,3,0,2,1,11,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",6,"Angel Robinson","MB",4,4,2,14,0.143,0,1,2,2,0,0,3,1,6.5,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",5,"Brie Siverling","S",1,0,0,0,0,5,0,0,1,0,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-10,"Virginia Tech","ACC","Troy","Sun Belt","Away",20,"Tasha Vipond","MB",2,3,2,10,0.1,0,0,0,0,0,1,3,0,5.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",19,"Marisa Cerchio","OH",5,6,3,23,0.13,0,0,0,2,0,0,2,0,7,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",13,"Mekenzi Heckmann","OH",5,7,5,22,0.091,0,0,0,5,2,0,6,0,10,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",27,"Griere Hughes","OH",5,12,9,49,0.061,1,1,2,9,1,0,1,0,13.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",8,"Cierra Huntley","OH",4,0,2,5,-0.4,0,2,2,11,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",17,"Amanda Lowe","OH",5,9,4,29,0.172,0,0,0,5,0,0,2,1,10,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",4,"Logan Mosley","L/DS",5,0,0,1,0,4,3,0,17,2,0,0,0,3,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",21,"Mary Page","L/DS",2,0,0,0,0,1,0,0,4,3,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",9,"Mara Perry","S",5,0,0,0,0,24,1,1,14,0,0,0,0,1,1
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",6,"Angel Robinson","MB",5,11,2,24,0.375,0,0,1,2,0,0,6,0,14,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",5,"Brie Siverling","S",5,0,0,0,0,19,1,3,9,0,0,0,0,1,1
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Chattanooga","SoCon","Away",20,"Tasha Vipond","MB",5,7,1,17,0.353,0,0,0,0,0,0,5,1,9.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",19,"Marisa Cerchio","OH",3,6,1,15,0.333,0,0,0,1,0,0,3,0,7.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",13,"Mekenzi Heckmann","OH",3,4,1,10,0.3,0,1,0,1,0,0,1,0,5.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",27,"Griere Hughes","OH",3,10,3,20,0.35,0,0,1,8,1,0,2,0,11,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",8,"Cierra Huntley","OH",3,0,0,1,0,0,0,1,3,1,0,0,0,0,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",17,"Amanda Lowe","OH",3,3,2,8,0.125,0,0,0,0,0,0,5,0,5.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",4,"Logan Mosley","L/DS",3,0,0,0,0,1,1,0,12,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",9,"Mara Perry","S",3,1,0,1,1,15,0,0,5,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",6,"Angel Robinson","MB",3,6,0,8,0.75,0,3,1,2,0,0,3,0,10.5,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",5,"Brie Siverling","S",3,0,0,0,0,15,2,2,6,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-11,"Virginia Tech","ACC","Tennessee Tech","OVC","Away",20,"Tasha Vipond","MB",3,6,1,13,0.385,0,0,0,1,0,0,8,0,10,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",19,"Marisa Cerchio","OH",4,1,2,17,-0.059,0,0,0,1,0,1,1,0,2.5,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",13,"Mekenzi Heckmann","OH",4,8,2,21,0.286,0,0,0,1,1,1,0,0,9,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",27,"Griere Hughes","OH",4,14,6,32,0.25,0,0,2,5,0,0,2,0,15,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",8,"Cierra Huntley","OH",4,0,0,0,0,1,3,1,3,1,0,0,0,3,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",17,"Amanda Lowe","OH",4,10,1,13,0.692,0,0,0,0,0,0,4,0,12,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",4,"Logan Mosley","L/DS",4,0,0,0,0,10,1,2,15,0,0,0,0,1,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",9,"Mara Perry","S",4,0,0,0,0,15,2,2,3,0,0,0,0,2,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",3,"Cera Powell","OH",1,0,0,2,0,0,0,0,0,0,0,1,0,0.5,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",6,"Angel Robinson","MB",4,6,1,20,0.25,0,3,2,2,0,3,4,0,14,0
"Virginia Tech","2021-2022",2021-09-17,"Virginia Tech","ACC","George Mason","Atlantic 10","Home",5,"Brie Siverling","S",4,0,0,0,0,14,2,4,12,0,0,0,0,2,0
