"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",17,"Naomi Franco","OH",3,5,0,10,0.5,1,0,0,2,0,0,5,0,7.5,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",15,"Dana Gardner","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",4,"Riley Hoffman","S",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",1,"Lauren Hogan","DS",3,0,0,6,0,2,1,0,12,0,0,0,0,1,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",5,"Elena Karakasi","S",3,0,0,10,0,17,0,1,4,0,0,0,0,0,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",23,"Viktoriia Lokhmanchuk","OH",3,6,0,14,0.429,0,0,0,2,0,0,2,0,7,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",3,"Marina Markova","MB",3,10,2,25,0.32,1,3,2,2,0,0,4,0,15,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",20,"Peyton O'Brien","S",3,0,0,7,0,16,0,2,3,0,0,0,0,0,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",19,"Izzy Plummer","MB",3,3,2,9,0.111,0,0,0,0,0,1,6,0,7,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",11,"Polina Shemanova","OH",3,10,2,21,0.381,0,2,2,9,0,0,0,0,12,0
"Syracuse","2021-2022",2021-10-03,"Syracuse","ACC","Virginia Tech","ACC","Home",13,"Yuliia Yastrub","OH",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",7,"Diana Akopova","OH",3,5,3,14,0.143,1,0,0,0,0,0,2,0,6,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",16,"Abby Casiano","MB",3,9,1,18,0.444,0,0,0,1,0,0,3,2,10.5,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",17,"Naomi Franco","OH",3,7,2,16,0.313,0,0,0,3,0,0,0,1,7,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",5,"Elena Karakasi","S",3,0,0,0,0,24,0,0,8,0,0,0,0,0,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",23,"Viktoriia Lokhmanchuk","OH",3,1,1,3,0,0,0,0,1,0,1,1,0,2.5,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",3,"Marina Markova","MB",3,18,5,39,0.333,0,0,1,6,0,1,0,0,19,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",20,"Peyton O'Brien","S",3,1,0,2,0.5,13,1,1,7,0,0,0,1,2,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",11,"Polina Shemanova","OH",3,7,5,21,0.095,1,2,0,8,0,0,2,0,10,0
"Syracuse","2021-2022",2021-11-07,"Syracuse","ACC","Virginia","ACC","Away",13,"Yuliia Yastrub","OH",3,0,0,0,0,6,0,0,13,0,0,0,0,0,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",2,"Brooklyn Borum","OH",2,4,3,14,0.071,1,0,0,5,0,0,0,0,4,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",23,"Simone Dominique","OH",4,7,4,24,0.125,1,0,0,3,0,0,0,1,7,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",5,"Ashley Le","S",4,0,0,0,0,20,2,1,9,0,0,0,0,2,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",22,"Kristen Leland","L/DS",4,0,0,1,0,3,0,1,12,1,0,0,0,0,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",24,"Madison Morey","L/DS",4,0,0,0,0,1,4,3,1,5,0,0,0,4,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",25,"Hannah Prendergast","S",4,0,0,1,0,11,3,5,7,0,0,0,0,3,1
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",15,"Laila Rogers","MB",4,0,3,7,-0.429,0,0,0,1,0,0,2,0,1,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",14,"Mary Shaffer","OH",4,10,3,28,0.25,1,0,0,4,0,0,1,0,10.5,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",3,"Abby Tadder","MB",4,7,4,15,0.2,0,2,3,2,0,0,2,1,10,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",19,"Grace Turner","OH",4,14,3,38,0.289,1,1,5,5,0,1,3,0,17.5,0
"Virginia","2021-2022",2021-08-27,"Virginia","ACC","Maryland","Big Ten","Away",8,"Alana Walker","MB",4,4,3,20,0.05,0,0,0,2,0,0,4,0,6,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",2,"Brooklyn Borum","OH",4,7,3,34,0.118,2,2,0,4,1,0,2,2,10,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",10,"Maddie Boylston","S",3,0,0,0,0,8,0,0,4,0,0,0,0,0,1
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",23,"Simone Dominique","OH",4,3,3,11,0,0,0,0,1,2,0,0,0,3,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",5,"Ashley Le","S",4,0,1,2,-0.5,29,0,2,5,0,0,1,0,0.5,1
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",22,"Kristen Leland","L/DS",4,0,0,1,0,3,1,1,23,1,0,0,0,1,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",24,"Madison Morey","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",25,"Hannah Prendergast","S",1,0,0,0,0,3,0,0,2,0,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",15,"Laila Rogers","MB",2,1,1,3,0,0,0,0,0,0,0,2,1,2,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",14,"Mary Shaffer","OH",4,11,4,28,0.25,0,0,0,4,0,1,1,0,12.5,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",3,"Abby Tadder","MB",4,4,6,13,-0.154,0,2,1,1,0,1,3,0,8.5,1
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",19,"Grace Turner","OH",4,11,10,26,0.038,0,3,0,4,2,1,3,0,16.5,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",17,"Heyli Velasquez","L/DS",3,0,0,0,0,0,1,1,1,0,0,0,0,1,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",8,"Alana Walker","MB",4,11,1,19,0.526,0,0,0,0,0,1,6,0,15,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Central Conn. St.","NEC","Away",1,"Josi Williams","L/DS",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",2,"Brooklyn Borum","OH",3,6,3,16,0.188,2,2,1,5,1,0,2,0,9,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",10,"Maddie Boylston","S",1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",23,"Simone Dominique","OH",3,4,2,7,0.286,0,0,0,0,0,0,0,0,4,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",5,"Ashley Le","S",3,0,0,0,0,12,1,1,6,0,0,0,0,1,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",22,"Kristen Leland","L/DS",3,1,0,1,1,1,0,0,11,0,0,0,0,1,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",13,"Mattison Matthews","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",24,"Madison Morey","L/DS",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",25,"Hannah Prendergast","S",3,0,0,1,0,13,1,3,2,0,0,0,0,1,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",14,"Mary Shaffer","OH",3,7,1,16,0.375,0,0,0,1,0,0,6,1,10,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",3,"Abby Tadder","MB",3,1,0,3,0.333,0,1,1,0,0,0,4,0,4,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",19,"Grace Turner","OH",3,11,5,27,0.222,0,5,0,5,0,0,2,0,17,0
"Virginia","2021-2022",2021-08-28,"Virginia","ACC","Hofstra","CAA","Home",8,"Alana Walker","MB",3,4,2,12,0.167,2,0,0,0,0,1,6,0,8,1
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",2,"Brooklyn Borum","OH",5,7,8,30,-0.033,2,2,2,2,0,0,1,0,9.5,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",23,"Simone Dominique","OH",2,1,1,4,0,0,0,0,0,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",5,"Ashley Le","S",5,1,0,7,0.143,39,0,4,9,0,0,1,0,1.5,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",22,"Kristen Leland","L/DS",5,0,0,0,0,3,0,2,9,1,0,0,0,0,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",13,"Mattison Matthews","MB",2,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",24,"Madison Morey","L/DS",5,0,0,0,0,0,0,1,10,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",14,"Mary Shaffer","OH",5,12,4,28,0.286,1,0,0,4,0,0,6,0,15,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",3,"Abby Tadder","MB",4,2,4,11,-0.182,0,2,2,1,0,0,5,1,6.5,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",19,"Grace Turner","OH",5,17,9,41,0.195,0,1,2,5,3,3,2,0,22,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",17,"Heyli Velasquez","L/DS",2,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",8,"Alana Walker","MB",5,10,4,23,0.261,0,0,0,1,0,1,4,0,13,1
"Virginia","2021-2022",2021-09-03,"Virginia","ACC","Akron","MAC","Home",1,"Josi Williams","L/DS",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",2,"Brooklyn Borum","OH",3,8,2,27,0.222,2,0,2,10,2,0,0,0,8,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",10,"Maddie Boylston","S",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",23,"Simone Dominique","OH",3,2,3,15,-0.067,0,0,0,1,0,0,2,0,3,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",5,"Ashley Le","S",3,1,0,5,0.2,19,0,1,6,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",22,"Kristen Leland","L/DS",3,0,1,1,-1,1,0,2,18,2,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",24,"Madison Morey","L/DS",3,0,0,0,0,0,0,1,6,1,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",15,"Laila Rogers","MB",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",14,"Mary Shaffer","OH",3,8,3,19,0.263,0,0,0,0,0,0,4,0,10,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",3,"Abby Tadder","MB",3,2,0,4,0.5,0,0,1,1,0,0,2,1,3,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",19,"Grace Turner","OH",3,4,6,23,-0.087,1,0,0,2,1,0,0,0,4,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",17,"Heyli Velasquez","L/DS",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",8,"Alana Walker","MB",3,7,1,15,0.4,0,0,0,1,0,0,4,0,9,0
"Virginia","2021-2022",2021-09-04,"Virginia","ACC","Winthrop","Big South","Home",1,"Josi Williams","L/DS",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",2,"Brooklyn Borum","OH",5,14,3,38,0.289,1,0,3,24,0,0,2,0,15,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",10,"Maddie Boylston","S",5,0,0,0,0,21,0,2,7,0,0,0,0,0,1
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",23,"Simone Dominique","OH",3,0,0,0,0,0,1,0,3,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",5,"Ashley Le","S",3,1,0,3,0.333,15,0,0,8,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",13,"Mattison Matthews","MB",4,1,0,3,0.333,0,1,2,1,0,0,1,1,2.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",24,"Madison Morey","L/DS",5,0,0,0,0,10,1,1,16,4,0,0,0,1,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",25,"Hannah Prendergast","S",3,0,0,0,0,9,1,2,4,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",15,"Laila Rogers","MB",5,5,1,16,0.25,0,0,0,4,0,0,3,0,6.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",14,"Mary Shaffer","OH",5,6,5,26,0.038,1,0,1,5,0,0,5,0,8.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",3,"Abby Tadder","MB",4,5,5,16,0,0,0,2,1,0,0,3,1,6.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",19,"Grace Turner","OH",5,19,6,60,0.217,1,2,1,8,1,0,1,0,21.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",8,"Alana Walker","MB",5,10,4,24,0.25,1,0,0,0,0,3,7,0,16.5,0
"Virginia","2021-2022",2021-09-10,"Virginia","ACC","VCU","Atlantic 10","Away",1,"Josi Williams","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",2,"Brooklyn Borum","OH",3,10,3,22,0.318,1,0,1,7,0,0,1,0,10.5,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",23,"Simone Dominique","OH",2,1,0,3,0.333,0,0,0,0,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",5,"Ashley Le","S",3,0,0,0,0,13,0,2,8,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",22,"Kristen Leland","L/DS",3,0,0,0,0,2,0,1,5,2,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",24,"Madison Morey","L/DS",2,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",25,"Hannah Prendergast","S",3,0,0,0,0,12,0,1,2,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",15,"Laila Rogers","MB",2,0,2,3,-0.667,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",14,"Mary Shaffer","OH",3,2,3,20,-0.05,0,0,1,8,0,0,2,2,3,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",3,"Abby Tadder","MB",3,4,2,13,0.154,0,0,1,1,0,0,0,0,4,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",19,"Grace Turner","OH",3,10,4,28,0.214,0,1,1,5,3,0,1,0,11.5,0
"Virginia","2021-2022",2021-09-11,"Virginia","ACC","Ohio St.","Big Ten","Home",8,"Alana Walker","MB",3,3,3,13,0,0,0,0,0,0,0,4,0,5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",2,"Brooklyn Borum","OH",3,9,2,20,0.35,0,1,4,9,0,0,2,1,11,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",10,"Maddie Boylston","S",3,0,0,0,0,14,0,1,2,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",23,"Simone Dominique","OH",3,3,1,7,0.286,0,0,0,0,0,0,1,0,3.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",5,"Ashley Le","S",3,0,0,0,0,18,1,1,8,0,0,0,0,1,2
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",22,"Kristen Leland","L/DS",3,0,0,0,0,5,1,3,7,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",13,"Mattison Matthews","MB",1,0,1,1,-1,0,0,0,0,0,1,1,0,1.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",24,"Madison Morey","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",15,"Laila Rogers","MB",1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",14,"Mary Shaffer","OH",3,14,2,30,0.4,1,0,0,1,0,0,3,1,15.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",3,"Abby Tadder","MB",3,4,1,8,0.375,0,0,0,0,0,0,1,1,4.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",19,"Grace Turner","OH",3,8,6,24,0.083,0,2,3,6,0,0,2,0,11,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",17,"Heyli Velasquez","L/DS",3,0,0,0,0,1,0,2,2,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",8,"Alana Walker","MB",3,5,0,10,0.5,0,0,0,0,0,3,7,0,11.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Bellarmine","ASUN","Home",1,"Josi Williams","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",2,"Brooklyn Borum","OH",3,7,6,27,0.037,1,0,0,7,0,0,3,0,8.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",10,"Maddie Boylston","S",3,1,0,1,1,12,1,1,5,0,0,0,0,2,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",23,"Simone Dominique","OH",3,3,0,8,0.375,0,0,0,0,0,0,2,0,4,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",5,"Ashley Le","S",3,0,0,0,0,14,0,1,6,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",22,"Kristen Leland","L/DS",3,0,0,0,0,5,2,1,13,0,0,0,0,2,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",24,"Madison Morey","L/DS",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",15,"Laila Rogers","MB",1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",14,"Mary Shaffer","OH",3,10,1,18,0.5,0,0,0,1,0,0,2,1,11,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",3,"Abby Tadder","MB",3,3,2,8,0.125,0,0,0,0,0,1,4,0,6,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",19,"Grace Turner","OH",3,9,5,24,0.167,1,0,0,2,1,0,1,0,9.5,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",17,"Heyli Velasquez","L/DS",3,0,0,0,0,0,1,1,2,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-17,"Virginia","ACC","Georgetown","Big East","Home",8,"Alana Walker","MB",3,5,2,13,0.231,1,0,0,0,0,0,5,0,7.5,1
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",2,"Brooklyn Borum","OH",3,14,4,34,0.294,1,0,1,12,0,0,3,0,15.5,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",10,"Maddie Boylston","S",2,1,0,1,1,13,1,0,5,0,0,0,0,2,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",23,"Simone Dominique","OH",3,2,2,9,0,0,0,0,0,0,0,1,0,2.5,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",5,"Ashley Le","S",3,0,0,0,0,20,2,0,6,0,0,0,0,2,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",22,"Kristen Leland","L/DS",3,0,0,0,0,4,1,2,12,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",13,"Mattison Matthews","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",24,"Madison Morey","L/DS",3,0,0,0,0,0,1,1,3,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",25,"Hannah Prendergast","S",1,0,0,0,0,4,0,2,1,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",15,"Laila Rogers","MB",1,1,1,2,0,1,0,0,0,0,0,0,0,1,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",14,"Mary Shaffer","OH",3,11,2,15,0.6,0,0,0,4,0,0,4,1,13,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",3,"Abby Tadder","MB",3,4,3,10,0.1,0,0,0,0,0,0,4,0,6,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",19,"Grace Turner","OH",3,9,1,28,0.286,0,1,4,11,0,0,0,0,10,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",17,"Heyli Velasquez","L/DS",2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"Virginia","2021-2022",2021-09-18,"Virginia","ACC","FDU","NEC","Home",8,"Alana Walker","MB",3,6,2,13,0.308,0,0,0,0,1,0,4,0,8,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",2,"Brooklyn Borum","OH",5,11,1,31,0.323,0,1,1,11,2,1,2,0,14,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",23,"Simone Dominique","OH",5,8,2,21,0.286,1,0,0,2,0,0,4,0,10,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",9,"Jayna Francis","OH",3,6,5,17,0.059,1,2,3,11,1,0,0,0,8,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",5,"Ashley Le","S",5,2,0,3,0.667,27,0,1,11,0,0,0,0,2,1
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",22,"Kristen Leland","L/DS",5,0,1,1,-1,1,0,0,9,0,0,0,0,0,1
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",24,"Madison Morey","L/DS",4,0,0,0,0,0,3,1,1,0,0,0,0,3,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",25,"Hannah Prendergast","S",5,0,0,0,0,26,0,3,5,0,0,0,0,0,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",14,"Mary Shaffer","OH",5,8,5,23,0.13,0,0,0,2,0,0,2,0,9,0
"Virginia","2021-2022",2021-10-29,"Virginia","ACC","Virginia Tech","ACC","Home",3,"Abby Tadder","MB",5,8,4,17,0.235,1,1,2,2,0,0,6,0,12,0
