"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",14,"Caroline Bien","OH",4,0,0,2,0,0,1,1,12,20,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",3,"Raegan Burns","L/DS",4,0,0,0,0,1,0,3,12,10,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",8,"Reagan Cooper","OH",4,21,8,49,0.265,0,0,0,4,2,0,0,0,0,21,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",7,"Katie Dalton","S",1,1,0,1,1,0,0,0,5,2,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",21,"London Davis","OH",4,9,7,25,0.08,0,0,0,1,0,0,0,2,0,10,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",17,"Ayah Elnady","OH",4,18,2,51,0.314,1,1,1,11,28,1,0,3,0,20.5,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",20,"Brynn Kirsch","L/DS",4,0,0,0,0,0,1,2,8,12,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",12,"Mykayla Myers","MB",4,0,2,3,-0.667,0,0,0,0,0,0,1,3,0,2.5,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",11,"Toyosi Onabanjo","OH",4,8,4,19,0.211,0,1,1,3,4,0,1,2,0,11,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",6,"Molly Schultz","L/DS",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-07,"Kansas","Big 12","Wichita St.","The American","Away",22,"Camryn Turner","S",4,1,2,10,-0.1,53,2,2,7,1,0,0,0,0,3,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",14,"Caroline Bien","OH",4,3,0,5,0.6,0,0,1,7,17,0,0,0,0,3,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",3,"Raegan Burns","L/DS",4,0,0,0,0,8,0,1,10,5,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",8,"Reagan Cooper","OH",4,7,6,41,0.024,2,0,0,4,15,1,0,2,0,8,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",7,"Katie Dalton","S",4,1,0,1,1,2,4,2,11,9,0,0,0,0,5,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",21,"London Davis","OH",4,6,3,15,0.2,1,0,0,0,0,0,0,3,0,7.5,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",17,"Ayah Elnady","OH",4,11,3,28,0.286,0,2,2,10,23,1,0,0,0,13,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",12,"Mykayla Myers","MB",4,5,3,9,0.222,1,0,0,4,0,0,0,5,0,7.5,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",11,"Toyosi Onabanjo","OH",4,10,4,20,0.3,0,0,1,1,0,0,0,1,0,10.5,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",15,"Ellie Schneider","MB",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",6,"Molly Schultz","L/DS",4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-08,"Kansas","Big 12","Colorado","Pac-12","Home",22,"Camryn Turner","S",4,5,2,16,0.188,33,1,1,18,0,0,1,3,0,8.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",24,"Aisha Aiono","MB",3,1,0,3,0.333,0,0,0,0,0,0,0,2,0,2,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",14,"Caroline Bien","OH",3,4,0,8,0.5,0,0,1,4,11,0,1,0,0,5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",3,"Raegan Burns","L/DS",3,0,0,0,0,2,0,1,13,4,1,0,0,0,0,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",8,"Reagan Cooper","OH",2,2,0,4,0.5,1,0,0,2,0,0,2,1,0,4.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",7,"Katie Dalton","S",2,0,0,0,0,1,1,1,5,2,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",21,"London Davis","OH",3,4,2,9,0.222,0,0,0,2,0,0,0,3,0,5.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",17,"Ayah Elnady","OH",2,5,1,16,0.25,1,3,2,3,7,1,0,0,0,8,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",1,"Kennedy Farris","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",20,"Brynn Kirsch","L/DS",1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",5,"Bryn McGehe","DS",2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",12,"Mykayla Myers","MB",3,4,1,6,0.5,0,0,0,0,0,0,0,2,0,5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",11,"Toyosi Onabanjo","OH",3,4,0,9,0.444,0,0,2,1,0,0,0,1,0,4.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",13,"Kaiti Parks","MB",1,0,0,2,0,0,0,0,2,0,0,0,1,1,0.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",15,"Ellie Schneider","MB",3,3,0,7,0.429,0,0,0,0,0,0,0,1,0,3.5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",6,"Molly Schultz","L/DS",2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",4,"Rhian Swanson","OH",2,6,1,12,0.417,0,0,0,0,0,0,0,0,0,6,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",22,"Camryn Turner","S",3,3,1,9,0.222,27,2,1,6,0,0,0,0,1,5,0
"Kansas","2023-2024",2023-09-12,"Kansas","Big 12","Oral Roberts","Summit League","Home",10,"Kim Whetstone","OH",2,1,1,3,0,0,0,0,0,1,0,1,1,0,2.5,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",24,"Aisha Aiono","MB",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",14,"Caroline Bien","OH",3,2,0,5,0.4,0,0,1,13,13,2,0,0,0,2,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",3,"Raegan Burns","L/DS",3,0,0,0,0,5,0,1,10,9,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",8,"Reagan Cooper","OH",3,7,0,15,0.467,0,0,0,1,1,0,0,0,0,7,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",7,"Katie Dalton","S",3,0,0,1,0,5,0,1,9,10,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",21,"London Davis","OH",3,13,1,22,0.545,0,0,0,2,0,0,1,1,0,14.5,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",17,"Ayah Elnady","OH",3,13,4,36,0.25,0,0,2,3,13,0,0,2,0,14,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",5,"Bryn McGehe","DS",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",12,"Mykayla Myers","MB",3,0,1,3,-0.333,0,0,0,0,0,0,0,1,0,0.5,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",11,"Toyosi Onabanjo","OH",3,6,1,12,0.417,0,0,1,2,1,0,0,2,0,7,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",15,"Ellie Schneider","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",6,"Molly Schultz","L/DS",3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",4,"Rhian Swanson","OH",1,4,0,4,1,0,0,0,0,0,0,0,0,0,4,0
"Kansas","2023-2024",2023-09-16,"Kansas","Big 12","Texas St.","Sun Belt","Home",22,"Camryn Turner","S",3,2,0,11,0.182,35,1,0,9,0,0,0,1,0,3.5,2
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",14,"Caroline Bien","OH",5,3,3,15,0,0,0,1,21,40,1,0,0,0,3,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",3,"Raegan Burns","L/DS",5,0,0,0,0,5,0,0,28,12,1,0,0,0,0,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",8,"Reagan Cooper","OH",5,13,1,27,0.444,0,0,0,2,2,1,1,1,0,14.5,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",7,"Katie Dalton","S",5,0,0,0,0,2,1,2,10,15,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",21,"London Davis","OH",5,11,6,36,0.139,0,0,0,9,0,0,0,7,1,14.5,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",17,"Ayah Elnady","OH",4,14,4,45,0.222,0,0,0,3,12,2,1,1,0,15.5,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",20,"Brynn Kirsch","L/DS",4,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",5,"Bryn McGehe","DS",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",12,"Mykayla Myers","MB",5,1,3,4,-0.5,1,0,0,0,0,0,2,4,0,5,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",11,"Toyosi Onabanjo","OH",5,10,4,25,0.24,0,1,0,3,0,0,0,8,0,15,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",15,"Ellie Schneider","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",6,"Molly Schultz","L/DS",5,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",4,"Rhian Swanson","OH",2,4,3,12,0.083,0,0,0,0,0,0,0,0,0,4,0
"Kansas","2023-2024",2023-09-22,"Kansas","Big 12","Texas Tech","Big 12","Away",22,"Camryn Turner","S",5,1,1,8,0,46,0,1,13,1,0,0,3,0,2.5,2
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",14,"Caroline Bien","OH",3,1,0,2,0.5,0,1,0,11,7,0,0,0,0,2,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",3,"Raegan Burns","L/DS",3,0,0,0,0,6,0,2,17,5,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",8,"Reagan Cooper","OH",3,13,2,23,0.478,0,0,0,0,0,0,0,0,0,13,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",7,"Katie Dalton","S",2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",21,"London Davis","OH",3,8,4,22,0.182,0,0,0,0,0,0,0,2,0,9,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",17,"Ayah Elnady","OH",3,10,6,33,0.121,1,0,1,6,21,0,0,2,0,11,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",20,"Brynn Kirsch","L/DS",3,0,0,0,0,0,0,1,6,10,0,0,0,0,0,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",12,"Mykayla Myers","MB",3,2,1,7,0.143,0,0,0,2,0,0,0,2,0,3,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",11,"Toyosi Onabanjo","OH",3,10,2,17,0.471,0,0,2,1,0,0,2,3,0,13.5,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",6,"Molly Schultz","L/DS",3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Kansas","2023-2024",2023-09-23,"Kansas","Big 12","Texas Tech","Big 12","Away",22,"Camryn Turner","S",3,2,0,12,0.167,36,0,1,13,0,0,0,1,0,2.5,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",14,"Caroline Bien","OH",4,0,0,0,0,2,0,1,12,27,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",3,"Raegan Burns","L/DS",4,1,0,1,1,3,1,1,13,4,2,0,0,0,2,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",8,"Reagan Cooper","OH",4,17,4,39,0.333,0,0,0,1,12,1,0,1,0,17.5,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",7,"Katie Dalton","S",4,0,1,1,-1,5,0,2,9,16,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",21,"London Davis","OH",4,9,4,21,0.238,0,0,0,2,1,0,0,3,0,10.5,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",17,"Ayah Elnady","OH",4,8,3,36,0.139,0,3,2,9,17,0,0,0,0,11,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",5,"Bryn McGehe","DS",2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",12,"Mykayla Myers","MB",4,4,1,10,0.3,1,0,0,1,0,0,0,0,0,4,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",11,"Toyosi Onabanjo","OH",4,7,4,22,0.136,0,0,2,1,1,0,2,4,1,11,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",15,"Ellie Schneider","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",6,"Molly Schultz","L/DS",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",4,"Rhian Swanson","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-05,"Kansas","Big 12","Texas","Big 12","Away",22,"Camryn Turner","S",4,5,1,10,0.4,36,0,1,11,0,0,0,0,0,5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",24,"Aisha Aiono","MB",3,0,0,5,0,0,0,0,0,0,0,1,3,0,2.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",14,"Caroline Bien","OH",3,4,1,11,0.273,0,1,0,6,16,0,0,1,0,5.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",3,"Raegan Burns","L/DS",3,0,0,0,0,2,0,0,7,27,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",8,"Reagan Cooper","OH",3,8,7,30,0.033,0,0,0,1,1,0,0,2,0,9,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",7,"Katie Dalton","S",3,0,0,1,0,8,0,1,6,6,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",21,"London Davis","OH",3,8,4,17,0.235,0,0,0,1,0,0,0,1,0,8.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",17,"Ayah Elnady","OH",3,3,3,12,0,1,0,1,5,11,1,0,0,0,3,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",20,"Brynn Kirsch","L/DS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",5,"Bryn McGehe","DS",3,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",12,"Mykayla Myers","MB",1,0,2,5,-0.4,0,0,0,0,0,0,0,1,0,0.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",11,"Toyosi Onabanjo","OH",3,6,1,11,0.455,1,0,1,0,1,0,1,1,0,7.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",15,"Ellie Schneider","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",6,"Molly Schultz","L/DS",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",4,"Rhian Swanson","OH",2,1,2,3,-0.333,0,0,0,0,1,0,0,1,0,1.5,0
"Kansas","2023-2024",2023-10-06,"Kansas","Big 12","Texas","Big 12","Away",22,"Camryn Turner","S",3,2,0,5,0.4,19,0,0,7,1,0,0,0,0,2,1
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",14,"Caroline Bien","OH",3,0,1,1,-1,0,1,0,6,13,0,0,0,0,1,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",3,"Raegan Burns","L/DS",3,0,0,0,0,2,0,0,8,19,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",8,"Reagan Cooper","OH",3,15,2,32,0.406,0,0,0,0,2,0,0,0,0,15,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",7,"Katie Dalton","S",3,0,0,0,0,1,0,0,6,7,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",21,"London Davis","OH",3,8,2,12,0.5,0,0,0,1,0,0,0,5,0,10.5,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",17,"Ayah Elnady","OH",3,15,1,25,0.56,0,0,3,7,13,1,0,0,0,15,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",12,"Mykayla Myers","MB",3,4,0,7,0.571,1,0,0,1,0,0,1,3,0,6.5,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",11,"Toyosi Onabanjo","OH",3,4,3,12,0.083,1,0,0,1,0,0,1,3,0,6.5,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",15,"Ellie Schneider","MB",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",6,"Molly Schultz","L/DS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-14,"Kansas","Big 12","Oklahoma","Big 12","Home",22,"Camryn Turner","S",3,1,2,7,-0.143,40,1,0,7,0,0,1,1,0,3.5,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",14,"Caroline Bien","OH",4,0,0,0,0,2,2,0,7,8,0,0,0,0,2,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",3,"Raegan Burns","L/DS",4,0,0,0,0,3,1,2,17,14,0,0,0,0,1,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",8,"Reagan Cooper","OH",4,14,0,33,0.424,0,0,0,2,5,0,0,2,0,15,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",7,"Katie Dalton","S",4,0,0,0,0,3,0,5,11,12,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",21,"London Davis","OH",4,10,4,24,0.25,0,0,0,3,0,0,1,3,0,12.5,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",17,"Ayah Elnady","OH",4,16,4,36,0.333,1,3,2,11,24,0,0,2,0,20,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",5,"Bryn McGehe","DS",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",12,"Mykayla Myers","MB",4,2,1,10,0.1,1,0,0,2,0,0,0,7,0,5.5,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",11,"Toyosi Onabanjo","OH",4,10,3,17,0.412,0,0,1,0,1,0,0,5,0,12.5,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",6,"Molly Schultz","L/DS",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-21,"Kansas","Big 12","TCU","Big 12","Away",22,"Camryn Turner","S",4,5,3,11,0.182,42,0,0,10,1,0,0,5,0,7.5,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",24,"Aisha Aiono","MB",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",14,"Caroline Bien","OH",3,0,0,1,0,0,0,0,10,8,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",3,"Raegan Burns","L/DS",3,0,0,0,0,6,0,0,10,14,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",8,"Reagan Cooper","OH",3,11,1,21,0.476,0,0,0,0,1,0,1,1,0,12.5,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",7,"Katie Dalton","S",3,0,0,0,0,4,2,2,4,6,0,0,0,0,2,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",21,"London Davis","OH",3,9,0,15,0.6,0,0,0,3,0,0,0,1,1,9.5,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",17,"Ayah Elnady","OH",3,12,3,26,0.346,0,1,4,7,13,1,1,0,0,14,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",12,"Mykayla Myers","MB",3,2,3,8,-0.125,1,0,0,0,0,0,0,2,0,3,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",11,"Toyosi Onabanjo","OH",3,8,1,13,0.538,0,1,0,1,0,0,0,2,0,10,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",6,"Molly Schultz","L/DS",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",4,"Rhian Swanson","OH",2,1,0,2,0.5,0,0,0,0,0,0,0,2,0,2,0
"Kansas","2023-2024",2023-10-26,"Kansas","Big 12","West Virginia","Big 12","Home",22,"Camryn Turner","S",3,3,2,9,0.111,34,0,1,11,1,0,0,1,0,3.5,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",24,"Aisha Aiono","MB",1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",14,"Caroline Bien","OH",3,0,1,1,-1,0,0,0,3,7,0,0,0,0,0,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",3,"Raegan Burns","L/DS",3,0,0,0,0,2,0,2,11,22,1,0,0,0,0,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",8,"Reagan Cooper","OH",3,13,2,23,0.478,0,0,0,0,0,0,0,0,0,13,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",7,"Katie Dalton","S",3,0,0,2,0,1,1,1,6,6,1,0,0,0,1,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",21,"London Davis","OH",3,10,2,16,0.5,0,0,0,0,0,0,0,2,0,11,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",17,"Ayah Elnady","OH",3,12,4,30,0.267,1,1,0,7,13,1,0,1,0,13.5,0
"Kansas","2023-2024",2023-10-27,"Kansas","Big 12","West Virginia","Big 12","Home",20,"Brynn Kirsch","L/DS",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
